uid,image,was_refined,gcrf_iterations,draft_ppv,final_ppv,draft_npv,final_npv,draft_sensitivity,final_sensitivity,draft_specificity,final_specificity,draft_f1_clinical,final_f1_clinical,draft_chair_i,final_chair_i,draft_chair_s,final_chair_s,draft_truthful_rate,final_truthful_rate,draft_halluc_rate,final_halluc_rate,draft_fabrication,final_fabrication,draft_danger_phrases,final_danger_phrases,draft_contradiction_count,final_contradiction_count,draft_monotone_score,final_monotone_score,draft_is_monotone,final_is_monotone,draft_report_length_words,final_report_length_words,draft_cx_f1,final_cx_f1,draft_cx_hallucination_pct,final_cx_hallucination_pct,final_cx_n_hallucinated,final_cx_n_missed,final_cx_hallucinated_conditions,final_cx_missed_conditions,draft_hallucination_score,hallucination_score,delta_hallucination_score,hallucination_class,final_monotone_score.1,final_npv_h,final_ppv_h,final_sensitivity_h,final_specificity_h,final_chair_i_h,final_chair_s_h,final_truthful_rate_h,final_monotone_score_h,final_is_monotone_h,new_score,new_class,old_score,version
2425,2425_IM-0967-3001.dcm.png,True,2,0.0,0.0,0.9,0.9091,0.0,0.0,0.6429,0.7143,0.0,0.0,1.0,1.0,0.6,0.75,0.4,0.25,0.6,0.75,1,1,0,0,0,0,0.2222,0.2222,0,0,28,26,0.0,0.0,0.0,0.0,0,0,,,56.0,61.25,5.25,High,0.2222,0.9091,0.0,0.0,0.7143,1.0,0.75,0.25,0.2222,0,50.87,High,61.25,v2+GCRF
2425,2425_IM-0967-3001.dcm.png,True,2,0.0,0.0,0.9,0.9091,0.0,0.0,0.6429,0.7143,0.0,0.0,1.0,1.0,0.6,0.75,0.4,0.25,0.6,0.75,1,1,0,0,0,0,0.2222,0.2222,0,0,28,26,0.0,0.0,0.0,0.0,0,0,,,56.0,61.25,5.25,High,0.2222,0.9091,0.0,0.0,0.7143,1.0,0.5,0.5,0.2222,0,50.87,High,61.25,v2+GCRF
2425,2425_IM-0967-3001.dcm.png,True,2,0.0,0.0,0.9,0.9091,0.0,0.0,0.6429,0.7143,0.0,0.0,1.0,1.0,0.6,0.75,0.4,0.25,0.6,0.75,1,1,0,0,0,0,0.2222,0.2222,0,0,28,26,0.0,0.0,0.0,0.0,0,0,,,56.0,61.25,5.25,High,0.2222,0.9091,0.0,0.0,0.7143,1.0,0.5,0.5,0.2222,0,50.87,High,61.25,v2+GCRF
2425,2425_IM-0967-3001.dcm.png,True,2,0.0,0.0,0.9,0.9091,0.0,0.0,0.6429,0.7143,0.0,0.0,1.0,1.0,0.6,0.75,0.4,0.25,0.6,0.75,1,1,0,0,0,0,0.2222,0.2222,0,0,28,26,0.0,0.0,0.0,0.0,0,0,,,56.0,61.25,5.25,High,0.2222,0.9091,0.0,0.0,0.7143,1.0,0.75,0.25,0.2222,0,50.87,High,61.25,v2+GCRF
2425,2425_IM-0967-3001.dcm.png,True,2,0.0,0.0,0.9,0.9091,0.0,0.0,0.6429,0.7143,0.0,0.0,1.0,1.0,0.6,0.75,0.4,0.25,0.6,0.75,1,1,0,0,0,0,0.2222,0.2222,0,0,28,26,0.0,0.0,0.0,0.0,0,0,,,56.0,61.25,5.25,High,0.2222,0.9091,0.0,0.0,0.7143,1.0,0.75,0.25,0.2222,0,50.87,High,61.25,v2+GCRF
2427,2427_IM-0969-4001.dcm.png,False,1,0.4,0.4,0.8,0.8,0.5,0.5,0.7273,0.7273,0.4444,0.4444,0.6,0.6,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,50.0,50.0,1,3,Pneumothorax,Pleural Effusion; Support Devices; No Finding,49.5,49.5,0.0,Moderate,0.2222,0.8,0.4,0.5,0.7273,0.6,0.6,0.4,0.2222,0,46.1,Moderate,49.5,v2+GCRF
2428,2428_IM-0970-1001.dcm.png,False,1,0.5,0.5,0.6364,0.6364,0.3333,0.3333,0.7778,0.7778,0.4,0.4,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,100.0,100.0,1,5,Pneumothorax,Lung Lesion; Edema; Consolidation; Pleural Effusion; No Finding,50.0,50.0,0.0,High,0.2222,0.6364,0.5,0.3333,0.7778,0.5,0.5,0.5,0.2222,0,50.45,High,50.0,v2+GCRF
2431,2431_IM-0973-1001.dcm.png,False,1,0.75,0.75,0.9091,0.9091,0.75,0.75,0.9091,0.9091,0.75,0.75,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,100.0,100.0,1,2,Pneumothorax,Consolidation; Pleural Effusion,32.5,32.5,0.0,Moderate,0.2222,0.9091,0.75,0.75,0.9091,0.25,0.25,0.75,0.2222,0,32.31,Moderate,32.5,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-2001.dcm.png,False,1,0.3333,0.3333,0.7778,0.7778,0.5,0.5,0.6364,0.6364,0.4,0.4,0.6667,0.6667,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.3333,0.3333,0.0,0.0,0,4,,Atelectasis; Pleural Effusion; Support Devices; No Finding,44.33,44.33,0.0,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,42.38,Moderate,44.33,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.7778,0.3333,0.5,0.6364,0.6667,0.6,0.4,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2433,2433_IM-0975-3001.dcm.png,True,2,0.1667,0.4,0.6667,0.8,0.25,0.5,0.5455,0.7273,0.2,0.4444,0.8333,0.6,0.5714,0.3333,0.4286,0.6667,0.5714,0.3333,1,1,0,0,0,0,0.2222,0.3333,0,1,55,35,0.3333,0.5714,0.0,0.0,0,3,,Atelectasis; Pleural Effusion; No Finding,49.16,32.67,-16.49,Moderate,0.3333,0.8,0.4,0.5,0.7273,0.6,0.3333,0.6667,0.3333,1,32.25,Moderate,32.67,v2+GCRF
2437,2437_IM-0977-2002.dcm.png,False,1,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.6667,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,0,0,0,56.0,56.0,0.0,High,0.2222,1.0,0.0,0.0,0.6667,1.0,0.6,0.4,0.2222,0,45.69,Moderate,56.0,v2+GCRF
2448,2448_IM-0983-1001.dcm.png,False,1,0.6667,0.6667,1.0,1.0,1.0,1.0,0.9231,0.9231,0.8,0.8,0.3333,0.3333,0.2,0.2,0.8,0.8,0.2,0.2,1,1,0,0,0,0,0.0,0.0,0,0,25,25,0.6667,0.6667,0.0,0.0,0,1,,Pneumothorax,18.67,18.67,0.0,Low,0.0,1.0,0.6667,1.0,0.9231,0.3333,0.2,0.8,0.0,0,14.21,Hallucination-Free,18.67,v2+GCRF
2450,2450_IM-0986-1001.dcm.png,True,2,0.8,1.0,0.8,0.75,0.6667,0.5,0.8889,1.0,0.7273,0.6667,0.2,0.0,0.25,0.0,0.75,1.0,0.25,0.0,1,0,0,0,0,0,0.2222,0.2222,0,0,20,26,0.5,0.5,0.0,0.0,0,2,,Lung Opacity; No Finding,15.75,0.0,-15.75,Hallucination-Free,0.2222,0.75,1.0,0.5,1.0,0.0,0.0,1.0,0.2222,0,5.97,Hallucination-Free,0.0,v2+GCRF
2451,2451_IM-0987-1001.dcm.png,False,1,0.5,0.5,0.7273,0.7273,0.4,0.4,0.8,0.8,0.4444,0.4444,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.0,0.0,100.0,100.0,1,3,Pneumothorax,Lung Opacity; Pleural Effusion; No Finding,50.0,50.0,0.0,High,0.2222,0.7273,0.5,0.4,0.8,0.5,0.5,0.5,0.2222,0,48.91,Moderate,50.0,v2+GCRF
2475,2475_IM-1004-1001.dcm.png,False,1,0.0,0.0,1.0,1.0,0.0,0.0,0.6667,0.6667,0.0,0.0,1.0,1.0,0.6,0.6,0.4,0.4,0.6,0.6,1,1,0,0,0,0,0.2222,0.2222,0,0,26,26,0.0,0.0,0.0,0.0,0,0,0,0,56.0,56.0,0.0,High,0.2222,1.0,0.0,0.0,0.6667,1.0,0.6,0.4,0.2222,0,45.69,Moderate,56.0,v2+GCRF
2477,2477_IM-1006-1001.dcm.png,False,1,0.5,0.5,0.6667,0.6667,0.5,0.5,0.6667,0.6667,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1,1,0,0,0,0,0.3333,0.3333,1,1,34,34,0.25,0.25,0.0,0.0,0,6,,Cardiomegaly; Lung Opacity; Atelectasis; Pleural Effusion; Support Devices; No Finding,35.0,35.0,0.0,Moderate,0.3333,0.6667,0.5,0.5,0.6667,0.5,0.5,0.5,0.3333,1,37.0,Moderate,35.0,v2+GCRF
2483,2483_IM-1012-1001.dcm.png,True,2,0.0,0.0,0.9,0.9,0.0,0.0,0.6429,0.6429,0.0,0.0,1.0,1.0,0.5,0.4444,0.5,0.5556,0.5,0.4444,1,1,0,0,0,1,0.2222,0.4444,0,1,39,60,0.0,0.0,0.0,0.0,0,1,,Edema,52.5,55.55,3.05,High,0.4444,0.9,0.0,0.0,0.6429,1.0,0.4444,0.5556,0.4444,1,45.24,Moderate,55.55,v2+GCRF
2485,2485_IM-1013-1001.dcm.png,True,2,0.5,0.75,1.0,1.0,1.0,1.0,0.75,0.9167,0.6667,0.8571,0.5,0.25,0.75,0.25,0.25,0.75,0.75,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,19,26,0.0,0.4,33.33,50.0,1,2,Pneumothorax,Lung Opacity; Support Devices,48.75,25.0,-23.75,Low,0.2222,1.0,0.75,1.0,0.9167,0.25,0.25,0.75,0.2222,0,23.39,Low,25.0,v2+GCRF
2489,2489_IM-1016-1001.dcm.png,False,1,0.75,0.75,0.8182,0.8182,0.6,0.6,0.9,0.9,0.6667,0.6667,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.25,1,1,0,0,0,0,0.2222,0.2222,0,0,18,18,0.5,0.5,0.0,0.0,0,2,,Atelectasis; No Finding,17.5,17.5,0.0,Low,0.2222,0.8182,0.75,0.6,0.9,0.25,0.25,0.75,0.2222,0,18.75,Low,17.5,v2+GCRF
2493,2493_IM-1019-8001.dcm.png,True,2,0.6,1.0,0.8,0.8333,0.6,0.6,0.8,1.0,0.6,0.75,0.4,0.0,0.5,0.0,0.5,1.0,0.5,0.0,1,0,0,0,0,0,0.2222,0.2222,0,0,20,26,0.5,0.5,0.0,0.0,0,2,,Support Devices; No Finding,31.5,0.0,-31.5,Hallucination-Free,0.2222,0.8333,1.0,0.6,1.0,0.0,0.0,1.0,0.2222,0,4.72,Hallucination-Free,0.0,v2+GCRF
2494,2494_IM-1020-1001.dcm.png,False,1,0.6,0.6,0.7,0.7,0.5,0.5,0.7778,0.7778,0.5455,0.5455,0.4,0.4,0.3333,0.3333,0.6667,0.6667,0.3333,0.3333,1,1,0,0,0,0,0.3333,0.3333,1,1,37,37,0.4,0.4,0.0,0.0,0,3,,Lung Opacity; Pneumonia; No Finding,25.67,25.67,0.0,Low,0.3333,0.7,0.6,0.5,0.7778,0.4,0.3333,0.6667,0.3333,1,28.54,Low,25.67,v2+GCRF
2511,2511_IM-1034-1001.dcm.png,False,1,0.5,0.5,0.8889,0.8889,0.75,0.75,0.7273,0.7273,0.6,0.6,0.5,0.5,0.4286,0.4286,0.5714,0.5714,0.4286,0.4286,1,1,0,0,1,1,0.3333,0.3333,1,1,39,39,0.5714,0.5714,0.0,0.0,0,3,,Pleural Effusion; Support Devices; No Finding,37.5,37.5,0.0,Moderate,0.3333,0.8889,0.5,0.75,0.7273,0.5,0.4286,0.5714,0.3333,1,31.18,Moderate,37.5,v2+GCRF
